id,name,release_date,refined_date,how_to_read,english_name,description,must_learn,refine_from,can_status_refine,refine_description,refine_description2,special_refine_description,special_refine_hp,type,assist_type,sacred_seal,weapon_type,inherit,inheritable_weapon_type,inheritable_move_type,count,might,might_refine,no_impl_required,range,sp,effective,invalidate_effective,consideration,hp,atk,spd,def,res,cooldown_count,atk_count,counteratk_count,all_dist_counter,disable_counter,wrathful_staff
87,"グラディウス",,2021-05-06,,,"敵から攻撃された時、距離に関係なく反撃する","|銀の槍|","",true,"敵から攻撃された時、距離に関係なく反撃する","","敵から攻撃された時、または、敵のHPが100%で戦闘開始時、戦闘中、自分の攻撃、速さ、守備、魔防+4、かつ、戦闘中、自分の攻撃でダメージを与えた時、自分のHP7回復(与えたダメージが0でも効果は発動)",3,"武器","",,"槍","不可",,,,16,,true,,400,"","","",,,,,,,,,true,,
88,"火薙ぎの槍",,,,"Firesweep Lance","自分敵ともに反撃不可","|鋼の槍|","",,"","","","","武器","",,"槍","可",,,,11,,,,200,"","","",,,,,,,,,,true,
89,"火薙ぎの槍+",,,,"Firesweep Lance+","自分、敵ともに反撃不可","|火薙ぎの槍|","",,"","","","","武器","",,"槍","可",,,,15,,,,300,"","","",,,,,,,,,,true,
90,"魚を突いた銛",,,,,"戦闘開始時、自身のHPが100%なら攻撃、速さ、守備、魔防+2<br>その状態で攻撃したとき、戦闘後、自分に2ダメージ","|鋼の槍|","",,"","","","","武器","",,"槍","可",,,,10,,,,200,"","","",,,,,,,,,,,
91,"魚を突いた銛+",,,,,"戦闘開始時、自身のHPが100%なら攻撃、速さ、守備、魔防+2<br>その状態で攻撃したとき、戦闘後、自分に2ダメージ","|魚を突いた銛|","",true,"","","","","武器","",,"槍","可",,,,14,,,,300,"","","",,,,,,,,,,,
92,"ホースキラー",,,,,"騎馬特効","|鋼の槍|","",,"","","","","武器","",,"槍","可",,,,10,,true,,200,"|騎馬|","","",,,,,,,,,,,
93,"ホースキラー+",,,,,"騎馬特効","|ホースキラー|","",true,"","","","","武器","",,"槍","可",,,,14,,true,,300,"|騎馬|","","",,,,,,,,,,,
94,"ベルクトの槍",,,,,"敵から攻撃された時、魔防+4","|鋼の槍|","",,"","","","","武器","",,"槍","可",,,,10,,,,200,"","","",,,,,,,,,,,
95,"ベルクトの槍+",,,,"Berkut's Lance+","敵から攻撃された時、魔防+4","|ベルクトの槍|","",true,"敵から攻撃された時、魔防+7","","","","武器","",,"槍","可",,,,14,,,,300,"","","",,,,,,,,,,,
96,"魔性の槍",,2020-11-05,,"Cursed Lance","攻撃、速さ+2<br>奥義発動カウント-1<br>戦闘後、自分に4ダメージ","|銀の槍|","",true,"奥義が発動しやすい(発動カウント-1)<br>攻撃、速さ、守備、魔防+3<br>戦闘後、自分に6ダメージ","","戦闘開始時、自身のHPが99%以下、または敵が【不利な状態異常】を受けている時、戦闘中、自身の攻撃、速さ、守備+5、かつ、戦闘中、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)",3,"武器","",,"槍","不可",,,,16,,,,400,"","","",,2,2,,,-1,,,,,
97,"ヴィドフニル",,2018-10-09,,,"剣、槍、斧の敵から攻撃された時、戦闘中の守備+7","|貫きの槍|","",true,"剣、槍、斧、竜、獣の敵から攻撃された時、戦闘中の守備、魔防+7","","歩行、重装の味方が2マス以内にいる時、戦闘中、自身の攻撃、速さ+4","","武器","",,"槍","不可",,,,16,,,,400,"","","",,,,,,,,,,,
98,"ゲイルスケグル",,2019-09-05,,,"守備+3<br>周囲2マスの剣槍斧弓暗器獣の味方は、戦闘中、攻撃、速さ+3","|銀の槍|","",true,"竜特効<br>守備+3<br>周囲2マスの剣槍斧弓暗器獣の味方は、戦闘中、攻撃、速さ+3","","周囲2マスの剣槍斧弓暗器獣の味方は、戦闘中、守備、魔防+3かつ敵から攻撃された時、奥義発動カウント変動量+1(同系統効果複数時、最大値適用)",3,"武器","",,"槍","不可",,,,16,,,,400,"|竜|","","",,,,3,,,,,,,
99,"キラーランス鍛",,,,,"奥義が発動しやすい(発動カウント-1)","|鋼の槍|","",,"","","","","武器","",,"槍","可",,,,10,,true,,200,"","","",,,,,,-1,,,,,
100,"キラーランス鍛+",,,,,"奥義が発動しやすい(発動カウント-1)","|キラーランス鍛|","|キラーランス+|",true,"","","","","武器","",,"槍","可",,,,14,,true,,300,"","","",,,,,,-1,,,,,
101,"貫きの槍鍛+",,,,,"重装特効","|貫きの槍鍛|","|貫きの槍+|",true,"重装特効","","敵が重装の時、戦闘中、敵の強化の+を無効にする(無効になるのは、鼓舞や応援等の+効果)",3,"武器","",,"槍","可",,,,14,,true,,300,"|重装|","","",,,,,,,,,,,
102,"レイプト",,2021-07-06,,,"敵から攻撃された時、距離に関係なく反撃する","|銀の槍|","",true,"敵から攻撃された時、距離に関係なく反撃する","","戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+4、かつ、戦闘中、自身の弱化を無効<br>戦闘開始時、自身のHPが25%以上で敵から攻撃された時、戦闘中、守備、魔防+4",3,"武器","",,"槍","不可",,,,16,,true,,400,"","","",,,,,,,,,true,,
103,"白き血の薙刀",,2020-08-06,"しろきちのなぎなた","Bright Naginata","敵から攻撃された時、戦闘中、攻撃、守備+4","|銀の槍|","",true,"敵から攻撃された時、戦闘中、攻撃、守備+4","","周囲2マス以内に味方がいる時、戦闘中、自身の攻撃、守備+5、かつ弱化を無効",3,"武器","",,"槍","不可",,,,16,,,,400,"","","",,,,,,,,,,,
104,"聖樹",,,,,"敵から攻撃された時、戦闘中、攻撃、速さ、守備、魔防+2","|鋼の槍|","",,"","","","","武器","",,"槍","可",,,,10,,,,200,"","","",,,,,,,,,,,
105,"聖樹+",,,,,"敵から攻撃された時、戦闘中、攻撃、速さ、守備、魔防+2","|聖樹|","",true,"","","","","武器","",,"槍","可",,,,14,,,,300,"","","",,,,,,,,,,,
106,"ヒノカの紅薙刀",2018-02-08,2018-02-08,"ヒノカのべになぎなた",,"歩行か飛行の味方が2マス以内にいる時、戦闘中、自身の攻撃、速さ+4","|銀の槍|","",true,"歩行か飛行の味方が2マス以内にいる時、戦闘中、自身の攻撃、速さ+4","","周囲2マス以内の味方歩行、飛行は、自身の隣接マスに移動可能","","武器","",,"槍","不可",,,,16,,,,400,"","","",,,,,,,,,,,
107,"カサブランカ",,,,,"敵が弓、暗器、魔法、杖の時、戦闘中、敵の強化の+を無効にする(無効になるのは、鼓舞や応援等の+効果)","|鋼の槍|","",,"","","","","武器","",,"槍","可",,,,10,,,,200,"","","",,,,,,,,,,,
108,"カサブランカ+",,,,,"敵が弓、暗器、魔法、杖の時、戦闘中、敵の強化の+を無効にする(無効になるのは、鼓舞や応援等の+効果)","|カサブランカ|","",true,"","","","","武器","",,"槍","可",,,,14,,,,300,"","","",,,,,,,,,,,
109,"炎槍ジークムント",,2021-09-06,,"Frame Siegund","攻撃+3<br>周囲2マス以内の敵と味方の数(自身と戦闘相手を除く)が同じか敵の方が多い時、絶対追撃","|銀の槍|","",true,"攻撃+3<br>自分から攻撃した時、または、周囲1マス以内に味方がいない時、戦闘中、攻撃、守備+4、絶対追撃","","戦闘開始時、自身のHPが25%以上なら、戦闘中、敵の攻撃、守備-5、かつ、戦闘中、自身の奥義発動カウント変動量+1(同系統効果複数時、最大値適用)",3,"武器","",,"槍","不可",,,,16,,,,400,"","","",,3,,,,,,,,,
110,"倭鉾",,,"わほこ",,"奥義発動時、奥義によるダメージ+10","|鋼の槍|","",,"","","","","武器","",,"槍","可",,,,9,,,,200,"","","",,,,,,,,,,,
111,"倭鉾+",,,"わほこ+",,"奥義発動時、奥義によるダメージ+10","|倭鉾|","",true,"","","","","武器","",,"槍","可",,,,13,14,,,300,"","","",,,,,,,,,,,
112,"ロムファイア",2018-05-09,2018-05-09,,,"重装、騎馬特効","|銀の槍|","",true,"重装、騎馬特効","","速さが敵より1以上高い時、自身の攻撃による奥義発動カウント変動量+1(同系統効果複数時、最大値適用)","","武器","",,"槍","不可",,,,16,,,,400,"|重装|騎馬|","","",,,,,,,,,,,
113,"貝殻の槍",,,,,"自分から攻撃した時、戦闘中の攻撃、速さ、守備、魔防+2","|鋼の槍|","",,"","","","","武器","",,"槍","可",,,,10,,,,200,"","","",,,,,,,,,,,
114,"貝殻の槍+",,,,,"自分から攻撃した時、戦闘中の攻撃、速さ、守備、魔防+2","|貝殻の槍|","",true,"","","","","武器","",,"槍","可",,,,14,,,,300,"","","",,,,,,,,,,,
115,"義勇の槍",,2018-07-09,,,"重装特効<br>奥義が発動しやすい(発動カウント-1)","|銀の槍|","",true,"重装特効<br>奥義が発動しやすい(発動カウント-1)","","敵から攻撃された時、戦闘中、速さ、守備+4","","武器","",,"槍","不可",,,,16,,,,400,"|重装|","","",,,,,,-1,,,,,
116,"反攻の槍",,,,,"敵から攻撃された時、戦闘中、攻撃+6","|鋼の槍|","",,"","","","","武器","",,"槍","可",,,,10,,,,200,"","","",,,,,,,,,,,
117,"反攻の槍+",,,,,"敵から攻撃された時、戦闘中、攻撃+6","|反攻の槍|","",true,"","","","","武器","",,"槍","可",,,,14,,,,300,"","","",,,,,,,,,,,
118,"マルテ",,2020-09-07,,,"奥義が発動しやすい(発動カウント-1)<br>自分のHPが50%以上で、敵から攻撃された時、絶対追撃","|銀の槍|","",true,"重装特効無効<br>奥義が発動しやすい(発動カウント-1)<br>自分のHPが25%以上で敵から攻撃された時、絶対追撃、かつ、自身の弱化を無効化","","敵から攻撃された時、または、敵のHPが100%で戦闘開始時、戦闘中、敵の攻撃、守備-6、敵は追撃不可",3,"武器","",,"槍","不可",,,,16,,,,400,"","","",,,,,,-1,,,,,
119,"ゲイボルグ",,2021-04-05,,"Gáe Bolg","敵が歩行、重装、騎馬の時、戦闘中、自身の攻撃、守備+5","|銀の槍|","",true,"敵が歩行、重装、騎馬の時、戦闘中、自身の攻撃、守備+5","","自分を除く自軍に、剣、槍、斧、または、騎馬の味方がいる時、戦闘中、自身の攻撃、守備+5<br>周囲3マスの剣、槍、斧、または騎馬の味方は、戦闘中、攻撃、守備+5",3,"武器","",,"槍","不可",,,,16,,,,400,"","","",,,,,,,,,,,
120,"鉄の斧",,,,,"効果なし","","",,"","","","","武器","",,"斧","可",,,,6,,true,,50,"","","",,,,,,,,,,,
121,"鋼の斧",,,,,"効果なし","|鉄の斧|","",,"","","","","武器","",,"斧","可",,,,8,,true,,100,"","","",,,,,,,,,,,
122,"銀の斧",,,,,"効果なし","|鋼の斧|","",,"","","","","武器","",,"斧","可",,,,11,,true,,200,"","","",,,,,,,,,,,
123,"銀の斧+",,,,,"効果なし","|銀の斧|","",true,"","","","","武器","",,"斧","可",,,,15,16,true,,300,"","","",,,,,,,,,,,
124,"キラーアクス",,,,,"奥義が発動しやすい(発動カウント-1)","|鋼の斧|","",,"","","","","武器","",,"斧","可",,,,7,,true,,200,"","","",,,,,,-1,,,,,
125,"キラーアクス+",,,,,"奥義が発動しやすい(発動カウント-1)","|キラーアクス|","",,"","","","","武器","",,"斧","可",,,,11,,true,,300,"","","",,,,,,-1,,,,,
126,"ハンマー",,,,,"重装特効","|鋼の斧|","",,"","","","","武器","",,"斧","可",,,,8,,true,,200,"|重装|","","",,,,,,,,,,,
127,"ハンマー+",,,,,"重装特効","|ハンマー|","",,"","","","","武器","",,"斧","可",,,,12,,true,,300,"|重装|","","",,,,,,,,,,,
128,"深緑の斧",,,,,"3すくみ有利だと、さらに攻撃+20%、3すくみ不利だと、さらに攻撃-20%","|鋼の斧|","",,"","","","","武器","",,"斧","可",,,,8,,,,200,"","","",,,,,,,,,,,
129,"深緑の斧+",,,,,"3すくみ有利だと、さらに攻撃+20%、3すくみ不利だと、さらに攻撃-20%","|深緑の斧|","",,"","","","","武器","",,"斧","可",,,,12,,,,300,"","","",,,,,,,,,,,
130,"勇者の斧",,,,,"自分から攻撃した時、2回攻撃<br>速さ-5","|鋼の斧|","",,"","","","","武器","",,"斧","可",,,,5,,true,,200,"","","",,,-5,,,,2,,,,
131,"勇者の斧+",,,,,"自分から攻撃した時、2回攻撃<br>速さ-5","|勇者の斧|","",,"","","","","武器","",,"斧","可",,,,8,,true,,300,"","","",,,-5,,,,2,,,,
132,"ノーアトゥーン",,2018-08-09,,,"自分のHPが40%以下の時、味方の隣接マスへ移動可能","","",true,"自分のHPが50%以下の時、味方の隣接マスへ移動可能","","自身のHPが50%以上の時、周囲2マス以内の味方の隣接マスに移動可能",3,"武器","",,"斧","不可",,,,16,,,,400,"","","",,,,,,,,,,,
133,"オートクレール",,2017-11-28,,,"奥義が発動しやすい(発動カウント-1)","","",true,"奥義が発動しやすい(-1)","","奥義発動時、奥義によるダメージ+10",3,"武器","",,"斧","不可",,,,16,,,,400,"","","",,,,,,-1,,,,,
134,"アルマーズ",,,,,"自分のHPが80%以上で、敵から攻撃された時、絶対追撃","","",,"","","","","武器","",,"斧","不可",,,,16,,,,400,"","","",,,,,,,,,,,
135,"ニンジンの斧",,,,,"自分から攻撃した時、戦闘後、HP4回復","|鋼の斧|","",,"","","","","武器","",,"斧","可",,,,9,,,,200,"","","",,,,,,,,,,,
136,"ニンジンの斧+",,,,,"自分から攻撃した時、戦闘後、HP4回復","|ニンジンの斧|","",true,"","","","","武器","",,"斧","可",,,,13,,,,300,"","","",,,,,,,,,,,
137,"ローローの斧",,,,,"戦闘中に攻撃していれば、戦闘後に敵の強化を+ではなく-とする(敵の次回行動終了まで)","|鋼の斧|","",,"","","","","武器","",,"斧","可",,,,10,,,,200,"","","",,,,,,,,,,,
138,"ローローの斧+",,,,,"戦闘中に攻撃していれば、戦闘後に敵の強化を+ではなく-とする(敵の次回行動終了まで)","|ローローの斧|","",true,"","","","","武器","",,"斧","可",,,,14,,,,300,"","","",,,,,,,,,,,
139,"スイカ割りの棍棒",,,,,"戦闘開始時、自身のHPが100%なら攻撃、速さ、守備、魔防+2<br>その状態で攻撃したとき、戦闘後、自分に2ダメージ","|鋼の斧|","",,"","","","","武器","",,"斧","可",,,,10,,,,200,"","","",,,,,,,,,,,
140,"スイカ割りの棍棒+",,,,,"戦闘開始時、自身のHPが100%なら攻撃、速さ、守備、魔防+2<br>その状態で攻撃したとき、戦闘後、自分に2ダメージ","|スイカ割りの棍棒|","",true,"","","","","武器","",,"斧","可",,,,14,,,,300,"","","",,,,,,,,,,,
141,"リリスの浮き輪",,,,,"周囲2マスの味方は、戦闘中、攻撃、速さ+1","|鋼の斧|","",,"","","","","武器","",,"斧","可",,,,10,,,,200,"","","",,,,,,,,,,,
142,"リリスの浮き輪+",,,,,"周囲2マスの味方は、戦闘中、攻撃、速さ+1","|リリスの浮き輪|","",true,"","","","","武器","",,"斧","可",,,,14,,,,300,"","","",,,,,,,,,,,
143,"キラーアクス鍛",,,,,"奥義が発動しやすい(発動カウント-1)","|鋼の斧|","",,"","","","","武器","",,"斧","可",,,,10,,true,,200,"","","",,,,,,-1,,,,,
144,"キラーアクス鍛+",,,,,"奥義が発動しやすい(発動カウント-1)","|キラーアクス鍛|","|キラーアクス+|",true,"","","","","武器","",,"斧","可",,,,14,,true,,300,"","","",,,,,,-1,,,,,
145,"ウルヴァン",,2019-09-05,,,"奥義発動カウント-1<br>連続して攻撃を受けた時、2回目以降のダメージを80%軽減","","",true,"奥義発動カウント-1<br>連続して攻撃を受けた時、2回目以降のダメージを80%軽減","","戦闘中、最初に受けた攻撃のダメージを40%軽減<br>敵から攻撃された時、敵が追撃可能なら敵の攻撃の直後に敵が追撃を行う",3,"武器","",,"斧","不可",,,,16,,,,400,"","","",,,,,,-1,,,,,
146,"ウルズ",,,,,"「歌う」「踊る」使用時、対象の攻撃、速さ、守備、魔防+3","","",,"","","","","武器","",,"斧","不可",,,,16,,,,400,"","","",,,,,,,,,,,
147,"剛斧トマホーク",,2021-07-06,"ごうふトマホーク",,"敵から攻撃された時、距離に関係なく反撃する","","",true,"敵から攻撃された時、距離に関係なく反撃する","","自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、敵の攻撃、守備-5、敵の強化の+を無効にする(無効になるのは、鼓舞や応援等の+効果)",3,"武器","",,"斧","不可",,,,16,,true,,400,"","","",,,,,,,,,true,,
