id,name,english_name,description,refine_description,special_refine_description
166,"天雷アルマーズ","Thunder Armads","守備+3<br>周囲2マス以内の敵の数より味方の数(自身と戦闘相手を除く)が多い時、敵は追撃不可","守備+3<br>周囲3マス以内に味方がいる時、戦闘中、敵の攻撃、守備-5、敵は追撃不可","敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、敵の攻撃、守備-5、かつ、戦闘中、最初に受けた攻撃のダメージを40%軽減"
167,"傭兵団の戦斧",,"3すくみ有利だと、さらに攻撃+20%、3すくみ不利だと、さらに攻撃-20%","3すくみ有利だと、さらに攻撃+20%、3すくみ不利だと、さらに攻撃-20%","ターン開始時、周囲2マスの味方の魔防+6(1ターン)ただし、現在の部隊内で、同じ移動タイプが2体以下の味方のみが対象"
168,"倭棍",,"奥義発動時、奥義によるダメージ+10","",""
169,"倭棍+",,"奥義発動時、奥義によるダメージ+10","",""
170,"ヴォルフベルグ","Wolf Berg","守備+3<br>周囲2マス以内の敵と味方の数(自身と戦闘相手を除く)が同じか敵の方が多い時、戦闘中の攻撃、速さ、守備、魔防+4","守備+3<br>ターン開始時、周囲4マス以内に敵がいる時、攻撃、速さ、守備、魔防+6(1ターン)<br>自分から攻撃した時、または、周囲1マス以内に味方がいない時、戦闘中、攻撃、速さ、守備、魔防+4","ターン開始時、周囲4マス以内の敵の攻撃、守備-7、かつ、反撃不可の状態異常を付与(敵の次回行動終了まで)<br>戦闘開始時、敵のHPが75%以上の時、戦闘中、敵の攻撃、守備-5"
171,"ガルム",,"攻撃+3<br>自身が強化(応援、鼓舞等)または移動+1(重装の行軍、重装のブーツ等)の効果を受けている時、絶対追撃","攻撃+3<br>自身が【有利な状態】を受けている時、絶対追撃、かつ、自分の追撃不可を無効","戦闘開始時、自身のHPが25%以上なら戦闘中、攻撃、速さ、守備、魔防+5、かつ、自分の攻撃でダメージを与えた時、自分のHP7回復(与えたダメージが0でも効果は発動)"
172,"セルジュの恐斧",,"自分から攻撃した時、2回攻撃<br>速さ‐5","自分から攻撃した時、2回攻撃<br>速さ-5","ターン開始時、十字方向にいる、自身よりHPが1以上低い敵の強化を+ではなく-とする(敵の次回行動終了まで)"
173,"ビューレイスト","Býleistr","奇数ターン開始時、自分と周囲1マスの味方の攻撃、速さ、守備、魔防+4(1ターン)(周囲1マスに味方がいなくても自分は強化される)","ターン開始時に周囲4マス以内に敵がいる時、または、奇数ターン開始時、自分と周囲2マスの味方の攻撃、速さ、守備、魔防+5(1ターン)(周囲2マス以内に味方がいなくても自分は強化される)<br>奇数ターン、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、攻撃+5、敵の攻撃-5","自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃+5、敵の攻撃-5、敵は追撃不可"
174,"カボチャの斧",,"戦闘中、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)","",""
175,"カボチャの斧+",,"戦闘中、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)","",""
176,"鉄の弓",,"飛行特効","",""
177,"鋼の弓",,"飛行特効","",""
178,"銀の弓",,"飛行特効","",""
179,"銀の弓+",,"飛行特効","",""
180,"キラーボウ",,"飛行特効<br>奥義が発動しやすい(発動カウント-1)","",""
181,"キラーボウ+",,"飛行特効<br>奥義が発動しやすい(発動カウント-1)","",""
182,"暗器殺しの弓",,"飛行特効<br>敵の武器種が暗器の時、自分は絶対追撃、敵は追撃不可","",""
183,"暗器殺しの弓+",,"飛行特効<br>敵の武器種が暗器の時、自分は絶対追撃、敵は追撃不可","",""
184,"勇者の弓",,"飛行特効<br>自分から攻撃した時、2回攻撃<br>速さ-5","",""
185,"勇者の弓+",,"飛行特効<br>自分から攻撃した時、2回攻撃<br>速さ-5","",""
186,"風神弓",,"飛行特効<br>自分のHPが50%以上の時、敵を通過可能","飛行特効<br>HPが50%以上の時、自身が移動可能な地形を平地のように移動可能","自身のHPが50%以上の時、周囲2マス以内の味方の隣接マスに移動可能"
187,"パルティア",,"飛行特効<br>自分から攻撃した時、戦闘中の魔防+4","飛行特効<br>敵が魔法の時、戦闘中、最初に受けた攻撃のダメージを30%軽減","敵が弓、暗器、魔法、杖の時、戦闘中、攻撃+6"
188,"火薙ぎの弓","Firesweep Bow","飛行特効<br>自分、敵ともに反撃不可","",""
189,"火薙ぎの弓+","Firesweep Bow+","飛行特効<br>自分、敵ともに反撃不可","",""
190,"キューピッドの矢",,"飛行特効<br>自分から攻撃した時、戦闘後、自分の周囲2マスの味方の守備、魔防+2(1ターン)","",""
191,"キューピッドの矢+",,"飛行特効<br>自分から攻撃した時、戦闘後、自分の周囲2マスの味方の守備と魔防を+2(1ターン)","",""
192,"クライネの弓",,"飛行特効<br>自分から攻撃した時、戦闘後、敵の周囲2マスの敵の攻撃、速さ-5","",""
193,"クライネの弓+",,"飛行特効<br>自分から攻撃した時、戦闘後、敵の周囲2マスの敵の攻撃、速さ-5","",""
194,"氷菓子の弓",,"飛行特効<br>
戦闘開始時、自身のHPが100%なら攻撃、速さ、守備、魔防+2<br>その状態で攻撃したとき、戦闘後、自分に2ダメージ","",""
195,"氷菓子の弓+",,"飛行特効<br>
戦闘開始時、自身のHPが100%なら攻撃、速さ、守備、魔防+2<br>その状態で攻撃したとき、戦闘後、自分に2ダメージ","",""
196,"キラーボウ鍛",,"飛行特効<br>奥義が発動しやすい(発動カウント-1)","",""
197,"キラーボウ鍛+",,"飛行特効<br>奥義が発動しやすい(発動カウント-1)","",""
198,"ニーズヘッグ",,"飛行特効<br>戦闘中、攻撃、速さ、守備、魔防が隣接している味方の人数×2だけ上昇","飛行特効<br>戦闘中、攻撃、速さ、守備、魔防が隣接している味方の人数×2だけ上昇","敵が魔法、竜の時、敵は反撃不可"
199,"ミュルグレ",,"飛行特効<br>速さ+3<br>敵が魔法の時、戦闘中、敵の強化の+を無効にする(無効になるのは、鼓舞や応援等の+効果)","飛行特効<br>速さ+3<br>敵が弓、暗器、魔法、杖の時、戦闘中、敵の強化の+を無効にする(無効になるのは、鼓舞や応援等の+効果)","戦闘中、速さが敵より1以上高い時、戦闘中、攻撃、速さ、守備、魔防+4"
200,"怪物の弓",,"飛行特効<br>戦闘後、敵の周囲2マスの敵の強化を+ではなく-とする","",""
201,"怪物の弓+",,"飛行特効<br>戦闘後、敵の周囲2マスの敵の強化を+ではなく-とする","",""
202,"遠距離防御の弓+",,"飛行特効<br>
弓、暗器、魔法、杖の敵から攻撃された時、戦闘中、守備、魔防+6","",""
203,"破魔矢",,"飛行特効<br>周囲2マスの味方は、戦闘中、守備、魔防+2","",""
204,"破魔矢+",,"飛行特効<br>周囲2マスの味方は、戦闘中、守備、魔防+2","",""
205,"グラーティア",,"飛行特効<br>敵が弓、暗器、魔法、杖の時、戦闘中、敵の強化の+を無効にする(無効になるのは、鼓舞や応援等の+効果)","",""
206,"グラーティア+",,"飛行特効<br>敵が弓、暗器、魔法、杖の時、戦闘中、敵の強化の+を無効にする(無効になるのは、鼓舞や応援等の+効果)","",""
207,"スカディ",,"飛行特効<br>速さ+3<br>3ターン目開始時、自身を中心とした縦3列以内の敵の強化を+ではなく-とする(敵の次回行動終了まで)かつ、敵に10ダメージ","速さ+3<br>飛行特効<br>2～3ターン目開始時、自身を中心として縦3列以内の敵に【パニック】を付与、かつ、7ダメージ<br>【パニック】強化を+ではなく-とする状態異常(敵の次回行動終了まで)","戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ+5<br>戦闘開始時、自身のHPが25%以上で戦闘中に攻撃していれば、戦闘後、敵とその周囲2マスの敵に7ダメージ"
208,"戦姫の和弓","Warrior Princess","重装、飛行特効<br>速さ+3<br>周囲2マスの味方は、戦闘中、攻撃+3","重装、飛行特効<br>速さ+3<br>周囲2マスの味方は、戦闘中、攻撃、速さ+4","周囲2マス以内に味方がいる時、戦闘中、自身の攻撃、速さ+4<br>周囲3マスの敵は、戦闘中、攻撃、速さ、守備-4"
209,"疾弓ミュルグレ","Swift Mulagir","飛行特効<br>魔防+3<br>周囲2マス以内の敵の数より味方の数(自身と戦闘相手を除く)が多い時、戦闘中、攻撃、速さ+5","飛行特効<br>魔防+3<br>周囲3マス以内に味方がいる時、戦闘中、自身の攻撃、速さ+5、かつ、戦闘中、戦闘相手以外の敵軍のスキルを無効化","自分から攻撃した時、または、戦闘開始時、敵のHPが75%以上の時、ダメージ+速さの15%、戦闘中、攻撃、速さ+5"
210,"ヤシの実の弓",,"飛行特効<br>自分から攻撃した時、戦闘中の攻撃、速さ、守備、魔防+2","",""
211,"ヤシの実の弓+",,"飛行特効<br>自分から攻撃した時、戦闘中の攻撃、速さ、守備、魔防+2","",""
212,"魚の弓",,"飛行特効<br>自分のHPが75%以下で、自分から攻撃した時、追撃可能なら自分の攻撃の直後に追撃を行う","",""
213,"魚の弓+",,"飛行特効<br>自分のHPが75%以下で、自分から攻撃した時、追撃可能なら自分の攻撃の直後に追撃を行う","",""
214,"ソグン","Thögn","飛行特効<br>速さ+3<br>敵が剣、槍、斧、竜で、自分から攻撃した時、戦闘中、攻撃、速さ、守備、魔防+4","飛行特効<br>速さ+3<br>移動系補助(体当たり、引き戻し、回り込み等)を使用した時、または自分に使用された時、自分と相手に「自分から攻撃時、絶対追撃」の状態を付与(1ターン)<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防+4","周囲3マス以内に味方がいる時、戦闘中、敵の攻撃、速さ、守備-4、かつ、敵が攻撃、速さ、守備の弱化を受けていれば、戦闘中、敵の攻撃、速さ、守備が弱化の値だけ減少(能力値ごとに計算)(例えば、攻撃-7の弱化を受けていれば、-7-7-4で、戦闘中、攻撃-18となる)"
215,"シャイニングボウ",,"飛行特効<br>敵の魔防が敵の守備より5以上低い時、ダメージ+7","",""
216,"シャイニングボウ+",,"飛行特効<br>敵の魔防が敵の守備より5以上低い時、ダメージ+7","",""
217,"コウモリの弓",,"飛行特効<br>戦闘中、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)","",""
218,"コウモリの弓+",,"飛行特効<br>戦闘中、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)","",""
219,"ファイアー",Fire,"効果なし","",""
220,"エルファイアー",Elfire,"効果なし","",""
221,"ノスフェラート",Fenrir,"効果なし","",""
222,"ノスフェラート+",Fenrir+,"効果なし","",""
223,"ボルガノン",Bolganone,"効果なし","",""
224,"ボルガノン+",Bolganone+,"効果なし","",""
225,"ミィル",Flux,"効果なし","",""
226,"ルイン",Ruin,"効果なし","",""
227,"ラウアウルフ",,"騎馬特効","",""
228,"ラウアウルフ+",,"騎馬特効","",""
229,"ラウアブレード",,"奥義が出にくい(発動カウント+1)<br>自分が受けている強化の合計値を攻撃に加算","",""
230,"ラウアブレード+",,"奥義が出にくい(発動カウント+1)<br>自分が受けている強化の合計値を攻撃に加算","",""
231,"ラウアレイヴン",,"無属性の敵と戦闘時、自分は3すくみ有利、敵は3すくみ不利となる","",""
232,"ラウアレイヴン+",,"無属性の敵と戦闘時、自分は3すくみ有利、敵は3すくみ不利となる","",""
